Voltage,Current
0.020000000000000004, 0.0000045290876845042855
0.03, 0.000008589815255899832
0.04000000000000001, 0.000011333079518642616
0.04999999999999999, 0.00001569976375165732
0.06, 0.000020310917525889498
0.07, 0.00002419915416723985
0.08000000000000002, 0.000028718631673265556
0.09, 0.00003450734718578743
0.09999999999999995, 0.00003945564223715192
0.10999999999999996, 0.00004538331264198604
0.11999999999999997, 0.00005236168673761585
0.12999999999999998, 0.00005897117313348187
0.13999999999999999, 0.0000672641294538478
0.15, 0.00007647827131150936
0.16000000000000003, 0.0000857570724642427
0.17000000000000004, 0.00009649850075317295
0.18000000000000005, 0.00010880691706461468
0.19000000000000006, 0.0001229365551722122
0.20000000000000007, 0.0001386523385414156
0.21000000000000008, 0.00015473371394334444
0.22000000000000008, 0.00017480718324211348
0.2300000000000001, 0.00019772363195644346
0.2400000000000001, 0.0002214992257314705
0.25000000000000006, 0.0002501890241323077
0.26000000000000006, 0.0002821626918650296
0.2700000000000001, 0.00031861395293315516
0.2800000000000001, 0.00036112493749901727
0.2900000000000001, 0.0004085901389738964
0.3000000000000001, 0.0004636988844817915
0.3100000000000001, 0.0005303594980203456
0.3200000000000001, 0.0006095850456336043
0.3300000000000001, 0.0007016660744030476
0.34000000000000014, 0.0008078978335084593
0.35000000000000014, 0.000927600981752728
0.36000000000000015, 0.0010783550234192921
0.37000000000000016, 0.0012485946481213296
0.38000000000000017, 0.001442859728317043
0.3900000000000002, 0.001678167685746022
0.4000000000000002, 0.001956530306281391
0.41000000000000025, 0.0023108476918143085
0.42000000000000026, 0.0027275751631393942
0.43000000000000027, 0.0032165650069028
0.4400000000000003, 0.0037971532887533252
0.4500000000000003, 0.004509029319196423
0.4600000000000003, 0.005453947855676596
0.4700000000000003, 0.006636699169990383
0.4800000000000003, 0.008060390214697646
0.4900000000000003, 0.009854311337136499
0.5000000000000002, 0.01224961399430664
0.5100000000000002, 0.015406418514402427
0.5200000000000002, 0.019628985264130313
0.5300000000000002, 0.02495152545526613
0.5400000000000003, 0.03194768030281335
0.5500000000000003, 0.041158469184019775
0.5600000000000003, 0.05293631961659878
0.5700000000000003, 0.0683746601038589
0.5800000000000003, 0.08698860090216956
0.5900000000000003, 0.11077278345095067
0.6000000000000003, 0.14151916274247633
0.6100000000000003, 0.17663261271586428
0.6200000000000003, 0.2186620270115759
0.6300000000000003, 0.2663792624144757
0.6400000000000003, 0.3171669535452904
0.6500000000000004, 0.3748543987995082
0.6600000000000004, 0.43912900524985116
0.6700000000000004, 0.5080174317991615
0.6800000000000004, 0.5837399847395118
0.6900000000000004, 0.6602237726305169
0.7000000000000004, 0.7413308515654334
0.7100000000000004, 0.826500757774225
0.7200000000000004, 0.9024926075601032
0.7300000000000004, 0.9454868457178729
0.7400000000000004, 0.9519317878602963
0.7500000000000004, 0.9522160210240659
0.7600000000000005, 0.9546493324787256
0.7700000000000005, 0.953809937763523
0.7800000000000005, 0.9518604257859697
0.7900000000000005, 0.9515900033496533
0.8000000000000005, 0.9516110023990297
0.8100000000000005, 0.9516053723718303
0.8200000000000005, 0.9516068887808014
0.8300000000000005, 0.9516064822948207
0.8400000000000005, 0.9516065913646176
0.8500000000000005, 0.9516065622632448
0.8600000000000005, 0.9516065700649914
0.8700000000000006, 0.9516065679666423
0.8800000000000006, 0.9516065685290254
0.8900000000000006, 0.9516065683782484
0.9000000000000006, 0.9516065684185466
0.9100000000000005, 0.9516065684077445
0.9200000000000007, 0.951606568410646
0.9300000000000005, 0.9516065684098685
0.9400000000000007, 0.9516065684100767
0.9500000000000005, 0.9516065684100211
0.9600000000000007, 0.951606568410036
0.9700000000000005, 0.9516065684100319
0.9800000000000008, 0.951606568410033
0.9900000000000005, 0.9516065684100327
