Name,State,Latitude,Longitude
a81a14daa52066bc,EuropeNAmerica_LongitudeLine,24.75,0.0
43e2e3f470b71d92,EuropeNAmerica_LongitudeLine,24.75,0.75
77925e657831d1ac,EuropeNAmerica_LongitudeLine,24.75,-109.5
11afc15e171a51fb,EuropeNAmerica_LongitudeLine,24.75,-108.75
5c06d8a2f33c75ca,EuropeNAmerica_LongitudeLine,24.75,-108.0
733fbf9baa18ea38,EuropeNAmerica_LongitudeLine,24.75,-107.25
deaf2f4253092d24,EuropeNAmerica_LongitudeLine,24.75,-106.5
751697b393ce5164,EuropeNAmerica_LongitudeLine,24.75,-105.75
cab7320e757c0a20,EuropeNAmerica_LongitudeLine,24.75,-105.0
c0336fd056686e16,EuropeNAmerica_LongitudeLine,24.75,-104.25
c3a2e6d862ee2f0e,EuropeNAmerica_LongitudeLine,24.75,-103.5
5e8b686d005b1d55,EuropeNAmerica_LongitudeLine,24.75,-102.75
b504494578bdd387,EuropeNAmerica_LongitudeLine,24.75,-102.0
dad905356ab80ba0,EuropeNAmerica_LongitudeLine,24.75,-101.25
66a7db3e6aeb210f,EuropeNAmerica_LongitudeLine,24.75,-100.5
bcfa4d0297c502a0,EuropeNAmerica_LongitudeLine,24.75,-99.75
64cef49e864167cb,EuropeNAmerica_LongitudeLine,24.75,-99.0
889ff81f70406c26,EuropeNAmerica_LongitudeLine,24.75,-98.25
2fb126f8cb1fae31,EuropeNAmerica_LongitudeLine,24.75,-97.5
254a470553794363,EuropeNAmerica_LongitudeLine,24.75,-96.75
9eba494248dc312f,EuropeNAmerica_LongitudeLine,24.75,-96.0
5823e014c04bba1e,EuropeNAmerica_LongitudeLine,24.75,-95.25
02262e723124e0ff,EuropeNAmerica_LongitudeLine,24.75,-94.5
134658d08271a74b,EuropeNAmerica_LongitudeLine,24.75,-93.75
439f378ea62ec0d8,EuropeNAmerica_LongitudeLine,24.75,-93.0
fecc363b8829e0d0,EuropeNAmerica_LongitudeLine,24.75,-92.25
c73007a5898d30e7,EuropeNAmerica_LongitudeLine,24.75,-91.5
4b7b5912acdb5873,EuropeNAmerica_LongitudeLine,24.75,-90.75
3327d1f3f0a97752,EuropeNAmerica_LongitudeLine,24.75,-90.0
a07d163e439d5b19,EuropeNAmerica_LongitudeLine,24.75,-89.25
3bc373ce74462da7,EuropeNAmerica_LongitudeLine,24.75,-88.5
033f2e4c9455f0bb,EuropeNAmerica_LongitudeLine,24.75,-87.75
6d13cc23cc848bed,EuropeNAmerica_LongitudeLine,24.75,-87.0
842dcd23a95909b3,EuropeNAmerica_LongitudeLine,24.75,-86.25
8d25aeb0d2885e0b,EuropeNAmerica_LongitudeLine,24.75,-85.5
c6d8e2bb88dff4eb,EuropeNAmerica_LongitudeLine,24.75,-84.75
16024d39f5510667,EuropeNAmerica_LongitudeLine,24.75,-84.0
eacc75feca02ea4c,EuropeNAmerica_LongitudeLine,24.75,-83.25
6cf392edb8398006,EuropeNAmerica_LongitudeLine,24.75,-82.5
2b42a4bc03446744,EuropeNAmerica_LongitudeLine,24.75,-81.75
3bd796cb6feab195,EuropeNAmerica_LongitudeLine,24.75,-81.0
ee7f436e313aa900,EuropeNAmerica_LongitudeLine,24.75,-80.25
5691080d7e4dfcc9,EuropeNAmerica_LongitudeLine,24.75,-79.5
c3860ce6b989ab3a,EuropeNAmerica_LongitudeLine,24.75,-78.75
1e53b71e27cc4cfe,EuropeNAmerica_LongitudeLine,24.75,-78.0
ec07128f7c6a8274,EuropeNAmerica_LongitudeLine,24.75,-77.25
a4d6cf0a5689311b,EuropeNAmerica_LongitudeLine,24.75,-76.5
bb97cc171780ed7e,EuropeNAmerica_LongitudeLine,24.75,-75.75
ab8468a0e4ba7fd4,EuropeNAmerica_LongitudeLine,24.75,-75.0
7c8972a6853e2a29,EuropeNAmerica_LongitudeLine,24.75,-74.25
fd178359bc60b184,EuropeNAmerica_LongitudeLine,24.75,-73.5
c3cb5006e430a687,EuropeNAmerica_LongitudeLine,24.75,-72.75
83ea29e474f853ee,EuropeNAmerica_LongitudeLine,24.75,-72.0
ceb66445f82ae807,EuropeNAmerica_LongitudeLine,24.75,-71.25
7d4eacfe254a874d,EuropeNAmerica_LongitudeLine,24.75,-70.5
b76b57dedd8956fa,EuropeNAmerica_LongitudeLine,24.75,-69.75
e97c12f38d3a59a6,EuropeNAmerica_LongitudeLine,24.75,-69.0
d13ad193e508f558,EuropeNAmerica_LongitudeLine,24.75,-68.25
6aaa9b7813d9af97,EuropeNAmerica_LongitudeLine,24.75,-67.5
6994300407258845,EuropeNAmerica_LongitudeLine,24.75,-66.75
a52b12d447a0d16d,EuropeNAmerica_LongitudeLine,24.75,-66.0
a83125cd4f17ea6e,EuropeNAmerica_LongitudeLine,24.75,-65.25
0f499ed9927d2967,EuropeNAmerica_LongitudeLine,24.75,-64.5
7e9ec5fb56a129a2,EuropeNAmerica_LongitudeLine,24.75,-63.75
4faf196546820f5a,EuropeNAmerica_LongitudeLine,24.75,-63.0
28990afc1485c1aa,EuropeNAmerica_LongitudeLine,24.75,-62.25
469b062bf26d2a54,EuropeNAmerica_LongitudeLine,24.75,-61.5
7b8d2d1e5e777d85,EuropeNAmerica_LongitudeLine,24.75,-60.75
8f18537542127fca,EuropeNAmerica_LongitudeLine,24.75,-60.0
9de8f5d04e6a6314,EuropeNAmerica_LongitudeLine,24.75,-59.25
fc5c020d173ddfb2,EuropeNAmerica_LongitudeLine,24.75,-58.5
881af8942cd46ffb,EuropeNAmerica_LongitudeLine,24.75,-57.75
6206c5c9f21c4ac7,EuropeNAmerica_LongitudeLine,24.75,-57.0
d5997203ed1be003,EuropeNAmerica_LongitudeLine,24.75,-56.25
8e10f11136e63d03,EuropeNAmerica_LongitudeLine,24.75,-55.5
c92d2a31ba9328ab,EuropeNAmerica_LongitudeLine,24.75,-54.75
565bbd045851bfb3,EuropeNAmerica_LongitudeLine,24.75,-54.0
f43d5b919c481c12,EuropeNAmerica_LongitudeLine,24.75,-53.25
dfd4388e0a9e0959,EuropeNAmerica_LongitudeLine,24.75,-52.5
b2b2336f64d61c17,EuropeNAmerica_LongitudeLine,24.75,-51.75
223152fb400bc214,EuropeNAmerica_LongitudeLine,24.75,-51.0
ae9fe6bc669c31e5,EuropeNAmerica_LongitudeLine,24.75,-50.25
15f739d216d7e399,EuropeNAmerica_LongitudeLine,24.75,-49.5
2a301ad2285375c7,EuropeNAmerica_LongitudeLine,24.75,-48.75
f342404a82c22444,EuropeNAmerica_LongitudeLine,24.75,-48.0
68f48617fa4051ff,EuropeNAmerica_LongitudeLine,24.75,-47.25
a3a4e2c5b5127328,EuropeNAmerica_LongitudeLine,24.75,-46.5
4bbbe23a448f8288,EuropeNAmerica_LongitudeLine,24.75,-45.75
2ebb1bf212450bfd,EuropeNAmerica_LongitudeLine,24.75,-45.0
ba89802d63e0ed51,EuropeNAmerica_LongitudeLine,24.75,-44.25
30fe59053e50f055,EuropeNAmerica_LongitudeLine,24.75,-43.5
4875848e9491a399,EuropeNAmerica_LongitudeLine,24.75,-42.75
1ea9fe96671ea3c4,EuropeNAmerica_LongitudeLine,24.75,-42.0
8dc1c399cff62af6,EuropeNAmerica_LongitudeLine,24.75,-41.25
2c4d22ab4a409aca,EuropeNAmerica_LongitudeLine,24.75,-40.5
1df96ccb1e71f9da,EuropeNAmerica_LongitudeLine,24.75,-39.75
74310780432b2853,EuropeNAmerica_LongitudeLine,24.75,-39.0
f06e81ef4ed55172,EuropeNAmerica_LongitudeLine,24.75,-38.25
f5efa06f7a159603,EuropeNAmerica_LongitudeLine,24.75,-37.5
92384cd3cb30a115,EuropeNAmerica_LongitudeLine,24.75,-36.75
b71b59de5102271b,EuropeNAmerica_LongitudeLine,24.75,-36.0
a1473e9b57b97dd7,EuropeNAmerica_LongitudeLine,24.75,-35.25
bc8f6fd835bf068c,EuropeNAmerica_LongitudeLine,24.75,-34.5
7916f2d9a70211f3,EuropeNAmerica_LongitudeLine,24.75,-33.75
fcfa45f715b42241,EuropeNAmerica_LongitudeLine,24.75,-33.0
cf8c75e60f6481ba,EuropeNAmerica_LongitudeLine,24.75,-32.25
837e5b73a0872e41,EuropeNAmerica_LongitudeLine,24.75,-31.5
d7c42e689c8e8643,EuropeNAmerica_LongitudeLine,24.75,-30.75
50e581fc443ea65f,EuropeNAmerica_LongitudeLine,24.75,-30.0
8213521f0d9cf03c,EuropeNAmerica_LongitudeLine,24.75,-29.25
5b0a86de6cf32ef8,EuropeNAmerica_LongitudeLine,24.75,-28.5
2aad61e29515e7d9,EuropeNAmerica_LongitudeLine,24.75,-27.75
01c45846a834d8bb,EuropeNAmerica_LongitudeLine,24.75,-27.0
7f141cf3b6ce6ce2,EuropeNAmerica_LongitudeLine,24.75,-26.25
2f5d5c1c820ca7cd,EuropeNAmerica_LongitudeLine,24.75,-25.5
356c064e45fcb65c,EuropeNAmerica_LongitudeLine,24.75,-24.75
d5565de380ba4ad7,EuropeNAmerica_LongitudeLine,24.75,-24.0
e15d7842a769975c,EuropeNAmerica_LongitudeLine,24.75,-23.25
d7850b79f9b5b52c,EuropeNAmerica_LongitudeLine,24.75,-22.5
7904aa36a2e4825f,EuropeNAmerica_LongitudeLine,24.75,-21.75
0b6ea736dac05a79,EuropeNAmerica_LongitudeLine,24.75,-21.0
e7cdecde3bd9ba75,EuropeNAmerica_LongitudeLine,24.75,-20.25
282773fa0a928f3f,EuropeNAmerica_LongitudeLine,24.75,-19.5
b4508148aeba1f71,EuropeNAmerica_LongitudeLine,24.75,-18.75
601c754a580f965f,EuropeNAmerica_LongitudeLine,24.75,-18.0
2bc61707a7db1952,EuropeNAmerica_LongitudeLine,24.75,-17.25
db77dfb90be0e487,EuropeNAmerica_LongitudeLine,24.75,-16.5
152ba8aca1c62703,EuropeNAmerica_LongitudeLine,24.75,-15.75
06264a59545e57cc,EuropeNAmerica_LongitudeLine,24.75,-15.0
a0613b9fb45b132b,EuropeNAmerica_LongitudeLine,24.75,-14.25
2f0dd1567491a546,EuropeNAmerica_LongitudeLine,24.75,-13.5
c87be4b419a83764,EuropeNAmerica_LongitudeLine,24.75,-12.75
75094e1fc18cb4d3,EuropeNAmerica_LongitudeLine,24.75,-12.0
2b47750ac8facfa5,EuropeNAmerica_LongitudeLine,24.75,-11.25
2d86466e27da7b63,EuropeNAmerica_LongitudeLine,24.75,-10.5
b393018e8ed33418,EuropeNAmerica_LongitudeLine,24.75,-9.75
81238670bbd0bf9c,EuropeNAmerica_LongitudeLine,24.75,-9.0
01896cdf8317cae8,EuropeNAmerica_LongitudeLine,24.75,-8.25
a14b5d6b9bc493cf,EuropeNAmerica_LongitudeLine,24.75,-7.5
a88e10f80b3d3c40,EuropeNAmerica_LongitudeLine,24.75,-6.75
a069375f9eb862a2,EuropeNAmerica_LongitudeLine,24.75,-6.0
85c23986cf27987b,EuropeNAmerica_LongitudeLine,24.75,-5.25
062462b1923793e7,EuropeNAmerica_LongitudeLine,24.75,-4.5
6f121271be1a7b85,EuropeNAmerica_LongitudeLine,24.75,-3.75
fcbe6d4f747b4b90,EuropeNAmerica_LongitudeLine,24.75,-3.0
637ced4d4c14f59b,EuropeNAmerica_LongitudeLine,24.75,-2.25
d09820ff02a71a4f,EuropeNAmerica_LongitudeLine,24.75,-1.5
5e1a5b3c930abf91,EuropeNAmerica_LongitudeLine,24.75,-0.75
7a7d7d342de486a3,EuropeNAmerica_LongitudeLine,24.0,0.0
257caa2daa3e3e38,EuropeNAmerica_LongitudeLine,24.0,0.75
efc8b766663f0cfc,EuropeNAmerica_LongitudeLine,24.0,-109.5
20df7c5db1d05b3f,EuropeNAmerica_LongitudeLine,24.0,-108.75
7b55cab5a0cd92e6,EuropeNAmerica_LongitudeLine,24.0,-108.0
d46c343444d65c79,EuropeNAmerica_LongitudeLine,24.0,-107.25
b224135fb035f4a3,EuropeNAmerica_LongitudeLine,24.0,-106.5
b7665fa81678f162,EuropeNAmerica_LongitudeLine,24.0,-105.75
1a840f3ed0b4fbbf,EuropeNAmerica_LongitudeLine,24.0,-105.0
dd10f799513c20c1,EuropeNAmerica_LongitudeLine,24.0,-104.25
f550ffd0becd402b,EuropeNAmerica_LongitudeLine,24.0,-103.5
f95236011f4bb34e,EuropeNAmerica_LongitudeLine,24.0,-102.75
63a30d02ef60e5fa,EuropeNAmerica_LongitudeLine,24.0,-102.0
78ae5c4c23b3aac0,EuropeNAmerica_LongitudeLine,24.0,-101.25
