Name,State,Latitude,Longitude
689d1e1958e63870,Caribbean,45.0,-109.5
3f3d4d77dd20450f,Caribbean,45.0,-108.75
3180c35f3d310ecb,Caribbean,45.0,-108.0
7fb11a2b44758a59,Caribbean,45.0,-107.25
a7cd7295f0982674,Caribbean,45.0,-106.5
d1c9673ccdb35596,Caribbean,45.0,-105.75
08432660efc724db,Caribbean,45.0,-105.0
8ede6989a02de3d4,Caribbean,45.0,-104.25
7d56e6691a072651,Caribbean,45.0,-103.5
e4a0f343c5689cdd,Caribbean,45.0,-102.75
69ea3917d971a7f2,Caribbean,45.0,-102.0
39fcdbef451624d0,Caribbean,45.0,-101.25
4ad54a8f769d4542,Caribbean,45.0,-100.5
d31ba218b4081a44,Caribbean,45.0,-99.75
ec124682d7a08382,Caribbean,45.0,-99.0
36c9128dadbe074c,Caribbean,45.0,-98.25
4ca38b46bde0a9fa,Caribbean,45.0,-97.5
e9cd4029f9d4c679,Caribbean,45.0,-96.75
4a25e1a37d657c1e,Caribbean,45.0,-96.0
11114f81839a4e10,Caribbean,45.0,-95.25
a912c5544f35e51b,Caribbean,45.0,-94.5
f222a2e80872cba1,Caribbean,45.0,-93.75
b25c15c2a7fc2979,Caribbean,45.0,-93.0
e89c8b94073adc6b,Caribbean,45.0,-92.25
9a86b673f1c991ed,Caribbean,45.0,-91.5
3aa2fcdeefa399c4,Caribbean,45.0,-90.75
5b54c8c33524be8d,Caribbean,45.0,-90.0
a0e0d9d2ca38c921,Caribbean,45.0,-89.25
dc9a1e2c3de01fec,Caribbean,45.0,-88.5
577525dc8423ccc3,Caribbean,45.0,-87.75
16ec22f41eb1d035,Caribbean,45.0,-87.0
f574b4d4c717fee8,Caribbean,45.0,-86.25
cd9a40d78a9c4d53,Caribbean,45.0,-85.5
516c0ed1099bd694,Caribbean,45.0,-84.75
933efaba9ecfb72b,Caribbean,45.0,-84.0
e7ee33453e18376d,Caribbean,45.0,-83.25
16e693c23a1070e8,Caribbean,45.0,-82.5
79a652aefd16ea24,Caribbean,45.0,-81.75
0850d3247ba98db9,Caribbean,45.0,-81.0
d3b08567a2d6b4a3,Caribbean,45.0,-80.25
b223233fdef77f58,Caribbean,45.0,-79.5
77e4b2132eaa087e,Caribbean,45.0,-78.75
60824ede9dd4c887,Caribbean,45.0,-78.0
ce119b0813e0dfef,Caribbean,45.0,-77.25
6df2d8d96ad6814f,Caribbean,45.0,-76.5
84778dad7777c37d,Caribbean,45.0,-75.75
6fffeb59f2bf3cd2,Caribbean,45.0,-75.0
b67cde2e98e847f3,Caribbean,45.0,-74.25
153cbcda596cf51d,Caribbean,45.0,-73.5
aa9e385ce436dc1e,Caribbean,45.0,-72.75
ef3a4be88df4cd1e,Caribbean,45.0,-72.0
8b4493d49a3c9151,Caribbean,45.0,-71.25
3bc64fa7dabf3a56,Caribbean,45.0,-70.5
e5a2e005f2658749,Caribbean,45.0,-69.75
9d1a64ec08e91bb3,Caribbean,45.0,-69.0
c52863c29f7f052e,Caribbean,45.0,-68.25
d8886ffd89b4cedb,Caribbean,45.0,-67.5
2401b41becbd3544,Caribbean,45.0,-66.75
e7545376fa167271,Caribbean,45.0,-66.0
6a2243d6b66a1cde,Caribbean,45.0,-65.25
b26ccdba2fff65be,Caribbean,45.0,-64.5
9534b7347c701c0f,Caribbean,45.0,-63.75
fb3211c379e90bbe,Caribbean,45.0,-63.0
54e229734947fd2a,Caribbean,45.0,-62.25
0890c1a96ed1c006,Caribbean,45.0,-61.5
4b57e15b044123de,Caribbean,45.0,-60.75
0c2d1c2c3d8e29de,Caribbean,45.0,-60.0
ec232d41b99e8ffe,Caribbean,45.0,-59.25
f0233c0d85b14024,Caribbean,45.0,-58.5
688c64b7a76c0a3d,Caribbean,45.0,-57.75
a8146106533ae667,Caribbean,45.0,-57.0
8ce8923bed8f0fad,Caribbean,45.0,-56.25
9bfe492e920f5a9f,Caribbean,45.0,-55.5
07d4d35cfe2cf59a,Caribbean,45.0,-54.75
5bb5446b43f85d67,Caribbean,45.0,-54.0
58f594ce02a63526,Caribbean,45.0,-53.25
9d71fa2398d8a361,Caribbean,45.0,-52.5
b06f0fd284caf284,Caribbean,45.0,-51.75
c0fd5208b9684151,Caribbean,45.0,-51.0
bc48ac6ff6f2b209,Caribbean,45.0,-50.25
c5919b4206076b02,Caribbean,45.0,-49.5
e7d2d369bd2d2984,Caribbean,45.0,-48.75
69ca56ed676e51cc,Caribbean,45.0,-48.0
