Name,State,Latitude,Longitude
af4301b5d49376a4,Beijing,42.0,114.0
dfdc2f3bf175fc06,Beijing,42.0,114.75
6381f3c98393ce97,Beijing,42.0,115.5
57c94f93717016f1,Beijing,42.0,116.25
4323bdd4cf933d72,Beijing,42.0,117.0
58b632da494b94ff,Beijing,42.0,117.75
2497e3f8e3d2e9ce,Beijing,41.25,114.0
8ec8b3d613760664,Beijing,41.25,114.75
62d37b01072af165,Beijing,41.25,115.5
c4673c4fc4a142cf,Beijing,41.25,116.25
9ed74ee383aaa2a9,Beijing,41.25,117.0
c58c50cc0c46d538,Beijing,41.25,117.75
0cd92c6c4a4e8c9b,Beijing,40.5,114.0
78fe332b33b041a0,Beijing,40.5,114.75
6fb563688e0da4fa,Beijing,40.5,115.5
6bcaa7fc6ae3b543,Beijing,40.5,116.25
fdb0bae29fd0da17,Beijing,40.5,117.0
78aca87e56d7704f,Beijing,40.5,117.75
dd828405a2ffceb2,Beijing,39.75,114.0
67e7e7ecef7ae432,Beijing,39.75,114.75
920c19e92cd6fdd4,Beijing,39.75,115.5
dcee84d5bb498aea,Beijing,39.75,116.25
798766cc93c0df06,Beijing,39.75,117.0
f503d03e8567932e,Beijing,39.75,117.75
7d6bbd1480fb0670,Beijing,39.0,114.0
3dc22a89d4502f94,Beijing,39.0,114.75
8a78a3201550ddf5,Beijing,39.0,115.5
edbbcc14e061dd44,Beijing,39.0,116.25
b75ba176b4ccf7ff,Beijing,39.0,117.0
53521538c6ce53bd,Beijing,39.0,117.75
